Word,word_gentle,onset,offset,PoS,transcript,lemma,word,blankTR,onset_addblankTR,offset_addblankTR
show,show,1222.879999,1223.039999,VB,slumlordreach,show,show,3,1227.379999,1227.539999
them,them,1223.039999,1223.149999,PRP,slumlordreach,them,them,3,1227.539999,1227.649999
what,what,1223.15,1223.24,WP,slumlordreach,what,what,3,1227.65,1227.74
I,i,1223.24,1223.3,NN,slumlordreach,i,i,3,1227.74,1227.8
did,did,1223.299999,1223.499999,VBD,slumlordreach,did,did,3,1227.799999,1227.999999
by,by,1223.5,1223.59,IN,slumlordreach,by,by,3,1228.0,1228.09
the,the,1223.59,1223.6899999999998,DT,slumlordreach,the,the,3,1228.09,1228.1899999999998
end,end,1223.690001,1223.8000009999998,NN,slumlordreach,end,end,3,1228.190001,1228.3000009999998
of,of,1223.799999,1223.899999,IN,slumlordreach,of,of,3,1228.299999,1228.399999
the,the,1223.9,1224.02,DT,slumlordreach,the,the,3,1228.4,1228.52
semester,semester,1224.029999,1224.489999,NN,slumlordreach,semester,semester,3,1228.529999,1228.989999
which,which,1224.51,1224.62,WDT,slumlordreach,which,which,3,1229.01,1229.12
was,was,1224.62,1224.7399999999998,VBD,slumlordreach,wa,was,3,1229.12,1229.2399999999998
usually,usually,1224.74,1224.97,RB,slumlordreach,usually,usually,3,1229.24,1229.47
make,make,1224.97,1225.13,VBP,slumlordreach,make,make,3,1229.47,1229.63
some,some,1225.13,1225.2800000000002,DT,slumlordreach,some,some,3,1229.63,1229.7800000000002
games,games,1225.28,1225.81,NNS,slumlordreach,game,games,3,1229.78,1230.31
and,and,1225.97,1226.15,CC,slumlordreach,and,and,3,1230.47,1230.65
they,they,1226.15,1226.22,PRP,slumlordreach,they,they,3,1230.65,1230.72
gave,gave,1226.22,1226.41,VBD,slumlordreach,gave,gave,3,1230.72,1230.91
me,me,1226.41,1226.59,PRP,slumlordreach,me,me,3,1230.91,1231.09
a,a,1226.59,1226.76,DT,slumlordreach,a,a,3,1231.09,1231.26
guaranteed,guaranteed,1226.81,1227.36,JJ,slumlordreach,guaranteed,guaranteed,3,1231.31,1231.86
premium,premium,1227.4,1227.75,NN,slumlordreach,premium,premium,3,1231.9,1232.25
A,a,1227.77,1227.93,DT,slumlordreach,a,a,3,1232.27,1232.43
credit,credit,1227.93,1228.39,NN,slumlordreach,credit,credit,3,1232.43,1232.89
You,you,1228.57,1228.66,PRP,slumlordreach,you,you,3,1233.07,1233.16
know,know,1228.66,1228.75,VBP,slumlordreach,know,know,3,1233.16,1233.25
which,which,1228.75,1228.88,WDT,slumlordreach,which,which,3,1233.25,1233.38
was,was,1228.88,1229.0400000000002,VBD,slumlordreach,wa,was,3,1233.38,1233.5400000000002
mighty,mighty,1229.05,1229.33,RBR,slumlordreach,mighty,mighty,3,1233.55,1233.83
convenient,convenient,1229.33,1229.82,NN,slumlordreach,convenient,convenient,3,1233.83,1234.32
for,for,1229.85,1229.99,IN,slumlordreach,for,for,3,1234.35,1234.49
me,me,1229.99,1230.33,PRP,slumlordreach,me,me,3,1234.49,1234.83
But,but,1233.07,1233.23,CC,slumlordreach,but,but,3,1237.57,1237.73
they,they,1233.23,1233.27,PRP,slumlordreach,they,they,3,1237.73,1237.77
had,had,1233.28,1233.41,VBD,slumlordreach,had,had,3,1237.78,1237.91
to,to,1233.41,1233.49,TO,slumlordreach,to,to,3,1237.91,1237.99
count,count,1233.49,1233.72,VB,slumlordreach,count,count,3,1237.99,1238.22
it,it,1233.719999,1233.8099989999998,PRP,slumlordreach,it,it,3,1238.219999,1238.3099989999998
as,as,1233.809999,1233.909999,IN,slumlordreach,a,as,3,1238.309999,1238.409999
something,something,1233.91,1234.53,NN,slumlordreach,something,something,3,1238.41,1239.03
that,that,1234.82,1235.03,WDT,slumlordreach,that,that,3,1239.32,1239.53
had,had,1235.04,1235.21,VBD,slumlordreach,had,had,3,1239.54,1239.71
to,to,1235.49,1235.52,TO,slumlordreach,to,to,3,1239.99,1240.02
classify,classify,1235.52,1236.11,VB,slumlordreach,classify,classify,3,1240.02,1240.61
this,this,1236.11,1236.32,DT,slumlordreach,this,this,3,1240.61,1240.82
class,class,1236.32,1236.8,NN,slumlordreach,class,class,3,1240.82,1241.3
and,and,1236.799999,1236.919999,CC,slumlordreach,and,and,3,1241.299999,1241.419999
so,so,1236.92,1237.03,RB,slumlordreach,so,so,3,1241.42,1241.53
for,for,1237.03,1237.16,IN,slumlordreach,for,for,3,1241.53,1241.66
four,four,1237.16,1237.45,CD,slumlordreach,four,four,3,1241.66,1241.95
years,years,1237.45,1238.3,NNS,slumlordreach,year,years,3,1241.95,1242.8
they,they,1238.389999,1238.759999,PRP,slumlordreach,they,they,3,1242.889999,1243.259999
uh,uh,1238.759999,1239.049999,VBP,slumlordreach,uh,uh,3,1243.259999,1243.549999
while,while,1239.07,1239.24,IN,slumlordreach,while,while,3,1243.57,1243.74
I,i,1239.24,1239.28,NN,slumlordreach,i,i,3,1243.74,1243.78
was,was,1239.28,1239.4,VBD,slumlordreach,wa,was,3,1243.78,1243.9
teaching,teaching,1239.4,1239.72,VBG,slumlordreach,teaching,teaching,3,1243.9,1244.22
myself,myself,1239.719999,1240.109999,PRP,slumlordreach,myself,myself,3,1244.219999,1244.609999
how,how,1240.109999,1240.179999,WRB,slumlordreach,how,how,3,1244.609999,1244.679999
to,to,1240.18,1240.27,TO,slumlordreach,to,to,3,1244.68,1244.77
program,program,1240.27,1240.71,NN,slumlordreach,program,program,3,1244.77,1245.21
games,games,1240.709999,1241.099999,NNS,slumlordreach,game,games,3,1245.209999,1245.599999
they,they,1241.1,1241.1999999999998,PRP,slumlordreach,they,they,3,1245.6,1245.6999999999998
counted,counted,1241.199999,1241.479999,VBD,slumlordreach,counted,counted,3,1245.699999,1245.979999
it,it,1241.48,1241.55,PRP,slumlordreach,it,it,3,1245.98,1246.05
as,as,1241.549999,1241.669999,IN,slumlordreach,a,as,3,1246.049999,1246.169999
my,my,1241.67,1241.85,PRP$,slumlordreach,my,my,3,1246.17,1246.35
foreign,foreign,1241.859999,1242.289999,JJ,slumlordreach,foreign,foreign,3,1246.359999,1246.789999
language,language,1242.289999,1242.809999,NN,slumlordreach,language,language,3,1246.789999,1247.309999
credit,credit,1242.84,1243.2099999999998,NN,slumlordreach,credit,credit,3,1247.34,1247.7099999999998
So,so,1247.03,1247.2,RB,slumlordreach,so,so,3,1251.53,1251.7
I,i,1247.2,1247.25,JJ,slumlordreach,i,i,3,1251.7,1251.75
actually,actually,1247.25,1247.45,RB,slumlordreach,actually,actually,3,1251.75,1251.95
never,never,1247.45,1247.64,RB,slumlordreach,never,never,3,1251.95,1252.14
took,took,1247.64,1247.8100000000002,VBD,slumlordreach,took,took,3,1252.14,1252.3100000000002
a,a,1247.81,1247.86,DT,slumlordreach,a,a,3,1252.31,1252.36
foreign,foreign,1247.86,1248.1,JJ,slumlordreach,foreign,foreign,3,1252.36,1252.6
language,language,1248.1,1248.4199999999998,NN,slumlordreach,language,language,3,1252.6,1252.9199999999998
in,in,1248.42,1248.53,IN,slumlordreach,in,in,3,1252.92,1253.03
school,school,1248.53,1249.09,NN,slumlordreach,school,school,3,1253.03,1253.59
And,and,1249.83,1250.14,CC,slumlordreach,and,and,3,1254.33,1254.64
uh,uh,1250.139999,1250.479999,JJ,slumlordreach,uh,uh,3,1254.639999,1254.979999
uh,uh,1250.92,1251.24,NNS,slumlordreach,uh,uh,3,1255.42,1255.74
but,but,1251.27,1251.45,CC,slumlordreach,but,but,3,1255.77,1255.95
by,by,1251.45,1251.59,IN,slumlordreach,by,by,3,1255.95,1256.09
the,the,1251.59,1251.6999999999998,DT,slumlordreach,the,the,3,1256.09,1256.1999999999998
time,time,1251.7,1252.09,NN,slumlordreach,time,time,3,1256.2,1256.59
I,i,1252.09,1252.28,NN,slumlordreach,i,i,3,1256.59,1256.78
entered,entered,1252.309999,1252.569999,VBD,slumlordreach,entered,entered,3,1256.809999,1257.069999
college,college,1252.57,1253.1899999999998,NN,slumlordreach,college,college,3,1257.07,1257.6899999999998
had,had,1253.63,1253.69,VBD,slumlordreach,had,had,3,1258.13,1258.19
another,another,1253.69,1253.94,DT,slumlordreach,another,another,3,1258.19,1258.44
kind,kind,1253.94,1254.06,NN,slumlordreach,kind,kind,3,1258.44,1258.56
of,of,1254.059999,1254.139999,IN,slumlordreach,of,of,3,1258.559999,1258.639999
interesting,interesting,1254.139999,1254.469999,JJ,slumlordreach,interesting,interesting,3,1258.639999,1258.969999
thing,thing,1254.469999,1254.659999,NN,slumlordreach,thing,thing,3,1258.969999,1259.159999
occur,occur,1254.66,1255.0600000000002,IN,slumlordreach,occur,occur,3,1259.16,1259.5600000000002
You,you,1255.509999,1255.619999,PRP,slumlordreach,you,you,3,1260.009999,1260.119999
know,know,1255.62,1255.6999999999998,VBP,slumlordreach,know,know,3,1260.12,1260.1999999999998
which,which,1255.7,1255.89,WDT,slumlordreach,which,which,3,1260.2,1260.39
is,is,1255.889999,1256.049999,VBZ,slumlordreach,is,is,3,1260.389999,1260.549999
that,that,1256.049999,1256.109999,IN,slumlordreach,that,that,3,1260.549999,1260.609999
don't,don't,1256.53,1256.74,NN,slumlordreach,don't,don't,3,1261.03,1261.24
forget,forget,1256.74,1256.98,VB,slumlordreach,forget,forget,3,1261.24,1261.48
up,up,1257.13,1257.2800000000002,IN,slumlordreach,up,up,3,1261.63,1261.7800000000002
until,until,1257.28,1257.53,IN,slumlordreach,until,until,3,1261.78,1262.03
now,now,1257.53,1257.72,RB,slumlordreach,now,now,3,1262.03,1262.22
I'd,i'd,1257.719999,1257.869999,VBZ,slumlordreach,i'd,i'd,3,1262.219999,1262.369999
lived,lived,1257.87,1258.11,VBN,slumlordreach,lived,lived,3,1262.37,1262.61
within,within,1258.109999,1258.309999,IN,slumlordreach,within,within,3,1262.609999,1262.809999
this,this,1258.309999,1258.4599990000002,DT,slumlordreach,this,this,3,1262.809999,1262.9599990000002
little,little,1258.459999,1258.629999,JJ,slumlordreach,little,little,3,1262.959999,1263.129999
NASA,nasa,1258.629999,1258.959999,JJ,slumlordreach,nasa,nasa,3,1263.129999,1263.459999
enclave,enclave,1258.959999,1259.509999,NN,slumlordreach,enclave,enclave,3,1263.459999,1264.009999
and,and,1259.51,1259.62,CC,slumlordreach,and,and,3,1264.01,1264.12
when,when,1259.619999,1259.729999,WRB,slumlordreach,when,when,3,1264.119999,1264.229999
I,i,1259.73,1259.77,JJ,slumlordreach,i,i,3,1264.23,1264.27
went,went,1259.77,1259.91,VBD,slumlordreach,went,went,3,1264.27,1264.41
to,to,1259.91,1260.0,TO,slumlordreach,to,to,3,1264.41,1264.5
school,school,1260.03,1260.68,NN,slumlordreach,school,school,3,1264.53,1265.18
or,or,1260.81,1260.9299999999998,CC,slumlordreach,or,or,3,1265.31,1265.4299999999998
I,,,,VB,slumlordreach,i,i,3,,
went,,,,VBD,slumlordreach,went,went,3,,
to,to,1261.09,1261.16,TO,slumlordreach,to,to,3,1265.59,1265.66
college,college,1261.16,1261.53,NN,slumlordreach,college,college,3,1265.66,1266.03
went,went,1261.53,1261.64,VBD,slumlordreach,went,went,3,1266.03,1266.14
away,away,1261.64,1261.75,RB,slumlordreach,away,away,3,1266.14,1266.25
to,to,1261.75,1261.83,TO,slumlordreach,to,to,3,1266.25,1266.33
college,college,1261.83,1262.37,NN,slumlordreach,college,college,3,1266.33,1266.87
I,i,1262.8,1262.9199999999998,VB,slumlordreach,i,i,3,1267.3,1267.4199999999998
met,met,1262.92,1263.11,VBD,slumlordreach,met,met,3,1267.42,1267.61
what,what,1263.11,1263.31,WP,slumlordreach,what,what,3,1267.61,1267.81
I,i,1263.38,1263.45,NN,slumlordreach,i,i,3,1267.88,1267.95
used,used,1263.45,1263.63,VBD,slumlordreach,used,used,3,1267.95,1268.13
to,to,1263.63,1263.72,TO,slumlordreach,to,to,3,1268.13,1268.22
call,call,1263.72,1264.0,VB,slumlordreach,call,call,3,1268.22,1268.5
the,the,1264.01,1264.15,DT,slumlordreach,the,the,3,1268.51,1268.65
Sesame,sesame,1264.15,1264.62,JJ,slumlordreach,sesame,sesame,3,1268.65,1269.12
Street,street,1264.62,1264.9299999999998,NN,slumlordreach,street,street,3,1269.12,1269.4299999999998
people,people,1264.93,1265.37,NNS,slumlordreach,people,people,3,1269.43,1269.87
You,you,1265.56,1265.69,PRP,slumlordreach,you,you,3,1270.06,1270.19
know,know,1265.69,1265.81,VBP,slumlordreach,know,know,3,1270.19,1270.31
the,the,1265.81,1265.94,DT,slumlordreach,the,the,3,1270.31,1270.44
butcher,butcher,1265.94,1266.4,NN,slumlordreach,butcher,butcher,3,1270.44,1270.9
the,the,1266.41,1266.51,DT,slumlordreach,the,the,3,1270.91,1271.01
baker,baker,1266.51,1266.97,NN,slumlordreach,baker,baker,3,1271.01,1271.47
the,the,1266.98,1267.1,DT,slumlordreach,the,the,3,1271.48,1271.6
policeman,policeman,1267.1,1267.7099999999998,NN,slumlordreach,policeman,policeman,3,1271.6,1272.2099999999998
the,the,1267.71,1267.81,DT,slumlordreach,the,the,3,1272.21,1272.31
fireman,fireman,1267.81,1268.4,NN,slumlordreach,fireman,fireman,3,1272.31,1272.9
All,all,1268.559999,1268.799999,PDT,slumlordreach,all,all,3,1273.059999,1273.299999
these,these,1268.8,1268.94,DT,slumlordreach,these,these,3,1273.3,1273.44
things,things,1268.94,1269.16,NNS,slumlordreach,thing,things,3,1273.44,1273.66
that,that,1269.16,1269.27,IN,slumlordreach,that,that,3,1273.66,1273.77
I,i,1269.27,1269.32,NN,slumlordreach,i,i,3,1273.77,1273.82
thought,thought,1269.32,1269.52,VBD,slumlordreach,thought,thought,3,1273.82,1274.02
was,was,1269.52,1269.63,VBD,slumlordreach,wa,was,3,1274.02,1274.13
a,a,1269.63,1269.71,DT,slumlordreach,a,a,3,1274.13,1274.21
fantasy,fantasy,1269.71,1270.3,NN,slumlordreach,fantasy,fantasy,3,1274.21,1274.8
on,on,1270.3,1270.46,IN,slumlordreach,on,on,3,1274.8,1274.96
television,television,1270.469999,1271.139999,NN,slumlordreach,television,television,3,1274.969999,1275.639999
I,i,1271.53,1271.69,NN,slumlordreach,i,i,3,1276.03,1276.19
now,now,1271.69,1271.92,RB,slumlordreach,now,now,3,1276.19,1276.42
learned,learned,1271.92,1272.17,VBN,slumlordreach,learned,learned,3,1276.42,1276.67
was,was,1272.17,1272.34,VBD,slumlordreach,wa,was,3,1276.67,1276.84
actually,actually,1272.349999,1272.929999,RB,slumlordreach,actually,actually,3,1276.849999,1277.429999
real,real,1272.96,1273.33,JJ,slumlordreach,real,real,3,1277.46,1277.83
normal,normal,1273.34,1273.6699999999998,JJ,slumlordreach,normal,normal,3,1277.84,1278.1699999999998
life,life,1273.67,1274.03,NN,slumlordreach,life,life,3,1278.17,1278.53
and,and,1274.03,1274.07,CC,slumlordreach,and,and,3,1278.53,1278.57
that,,,,IN,slumlordreach,that,that,3,,
my,my,1274.66,1274.92,PRP$,slumlordreach,my,my,3,1279.16,1279.42
little,little,1274.92,1275.16,JJ,slumlordreach,little,little,3,1279.42,1279.66
sheltered,sheltered,1275.16,1275.46,JJ,slumlordreach,sheltered,sheltered,3,1279.66,1279.96
existence,existence,1275.46,1275.87,NN,slumlordreach,existence,existence,3,1279.96,1280.37
was,was,1275.87,1276.02,VBD,slumlordreach,wa,was,3,1280.37,1280.52
what,what,1276.02,1276.15,WP,slumlordreach,what,what,3,1280.52,1280.65
was,was,1276.15,1276.38,VBD,slumlordreach,wa,was,3,1280.65,1280.88
abnormal,abnormal,1276.42,1277.1,JJ,slumlordreach,abnormal,abnormal,3,1280.92,1281.6
And,and,1279.89,1280.09,CC,slumlordreach,and,and,3,1284.39,1284.59
uh,uh,1280.26,1280.76,JJ,slumlordreach,uh,uh,3,1284.76,1285.26
another,another,1280.83,1281.23,DT,slumlordreach,another,another,3,1285.33,1285.73
kind,kind,1281.25,1281.35,NN,slumlordreach,kind,kind,3,1285.75,1285.85
of,of,1281.35,1281.4399999999998,IN,slumlordreach,of,of,3,1285.85,1285.9399999999998
thing,thing,1281.44,1281.65,NN,slumlordreach,thing,thing,3,1285.94,1286.15
happened,happened,1281.65,1281.91,VBD,slumlordreach,happened,happened,3,1286.15,1286.41
at,at,1281.91,1282.0,IN,slumlordreach,at,at,3,1286.41,1286.5
that,that,1282.0,1282.15,DT,slumlordreach,that,that,3,1286.5,1286.65
time,time,1282.15,1282.36,NN,slumlordreach,time,time,3,1286.65,1286.86
too,too,1282.36,1282.57,RB,slumlordreach,too,too,3,1286.86,1287.07
which,which,1282.57,1282.74,WDT,slumlordreach,which,which,3,1287.07,1287.24
was,was,1282.74,1282.88,VBD,slumlordreach,wa,was,3,1287.24,1287.38
that,,,,IN,slumlordreach,that,that,3,,
I,i,1282.88,1282.93,NN,slumlordreach,i,i,3,1287.38,1287.43
began,began,1282.93,1283.15,VBD,slumlordreach,began,began,3,1287.43,1287.65
to,to,1283.15,1283.25,TO,slumlordreach,to,to,3,1287.65,1287.75
publish,publish,1283.25,1283.68,VB,slumlordreach,publish,publish,3,1287.75,1288.18
my,my,1283.69,1283.8300000000002,PRP$,slumlordreach,my,my,3,1288.19,1288.3300000000002
first,first,1283.83,1284.07,JJ,slumlordreach,first,first,3,1288.33,1288.57
games,games,1284.07,1284.31,NNS,slumlordreach,game,games,3,1288.57,1288.81
I,i,1284.31,1284.36,JJ,slumlordreach,i,i,3,1288.81,1288.86
wrote,wrote,1284.36,1284.49,VBD,slumlordreach,wrote,wrote,3,1288.86,1288.99
a,a,1284.49,1284.55,DT,slumlordreach,a,a,3,1288.99,1289.05
series,series,1284.55,1284.89,NN,slumlordreach,series,series,3,1289.05,1289.39
of,of,1284.89,1285.01,IN,slumlordreach,of,of,3,1289.39,1289.51
games,games,1285.01,1285.29,NNS,slumlordreach,game,games,3,1289.51,1289.79
called,called,1285.29,1285.54,VBN,slumlordreach,called,called,3,1289.79,1290.04
Ultima,<unk>,1285.57,1286.09,JJ,slumlordreach,ultima,ultima,3,1290.07,1290.59
It,it,1286.55,1286.7,PRP,slumlordreach,it,it,3,1291.05,1291.2
was,was,1286.7,1286.93,VBD,slumlordreach,wa,was,3,1291.2,1291.43
uh,uh,1286.929999,1287.139999,JJ,slumlordreach,uh,uh,3,1291.429999,1291.639999
one,,,,CD,slumlordreach,one,one,3,,
of,,,,IN,slumlordreach,of,of,3,,
the,the,1287.349999,1287.399999,DT,slumlordreach,the,the,3,1291.849999,1291.899999
very,very,1287.4,1287.61,RB,slumlordreach,very,very,3,1291.9,1292.11
first,first,1287.61,1287.9599999999998,JJ,slumlordreach,first,first,3,1292.11,1292.4599999999998
ever,ever,1287.969999,1288.349999,RB,slumlordreach,ever,ever,3,1292.469999,1292.849999
and,and,1288.349999,1288.549999,CC,slumlordreach,and,and,3,1292.849999,1293.049999
longest,longest,1288.55,1289.0,JJS,slumlordreach,longest,longest,3,1293.05,1293.5
running,running,1289.0,1289.39,VBG,slumlordreach,running,running,3,1293.5,1293.89
you,you,1289.4,1289.48,PRP,slumlordreach,you,you,3,1293.9,1293.98
know,know,1289.48,1289.58,VBP,slumlordreach,know,know,3,1293.98,1294.08
fantasy,fantasy,1289.58,1289.99,JJ,slumlordreach,fantasy,fantasy,3,1294.08,1294.49
role,role,1289.99,1290.2,NN,slumlordreach,role,role,3,1294.49,1294.7
playing,playing,1290.2,1290.69,VBG,slumlordreach,playing,playing,3,1294.7,1295.19
uh,uh,1290.69,1290.9,JJ,slumlordreach,uh,uh,3,1295.19,1295.4
series,series,1290.92,1291.4,NN,slumlordreach,series,series,3,1295.42,1295.9
that,that,1291.4,1291.51,WDT,slumlordreach,that,that,3,1295.9,1296.01
existed,existed,1291.509999,1292.079999,VBD,slumlordreach,existed,existed,3,1296.009999,1296.579999
And,and,1292.63,1292.8300000000002,CC,slumlordreach,and,and,3,1297.13,1297.3300000000002
as,as,1292.83,1293.03,IN,slumlordreach,a,as,3,1297.33,1297.53
my,my,1293.03,1293.4,PRP$,slumlordreach,my,my,3,1297.53,1297.9
income,income,1293.53,1293.98,NN,slumlordreach,income,income,3,1298.03,1298.48
level,level,1293.98,1294.23,NN,slumlordreach,level,level,3,1298.48,1298.73
began,began,1294.23,1294.62,VBD,slumlordreach,began,began,3,1298.73,1299.12
to,to,1294.619999,1295.089999,TO,slumlordreach,to,to,3,1299.119999,1299.589999
skyrocket,skyrocket,1295.119999,1295.869999,VB,slumlordreach,skyrocket,skyrocket,3,1299.619999,1300.369999
my,my,1296.309999,1296.659999,PRP$,slumlordreach,my,my,3,1300.809999,1301.159999
grade,grade,1296.67,1296.95,NN,slumlordreach,grade,grade,3,1301.17,1301.45
point,point,1296.96,1297.15,NN,slumlordreach,point,point,3,1301.46,1301.65
average,average,1297.15,1297.52,NN,slumlordreach,average,average,3,1301.65,1302.02
began,began,1297.53,1297.98,VBD,slumlordreach,began,began,3,1302.03,1302.48
to,to,1297.98,1298.1,TO,slumlordreach,to,to,3,1302.48,1302.6
crash,crash,1298.1,1298.78,VB,slumlordreach,crash,crash,3,1302.6,1303.28
And,and,1299.33,1299.5,CC,slumlordreach,and,and,3,1303.83,1304.0
I,i,1299.5,1299.57,VB,slumlordreach,i,i,3,1304.0,1304.07
knew,knew,1299.57,1299.79,VBD,slumlordreach,knew,knew,3,1304.07,1304.29
that,that,1299.79,1299.89,IN,slumlordreach,that,that,3,1304.29,1304.39
there,there,1299.89,1299.95,EX,slumlordreach,there,there,3,1304.39,1304.45
was,was,1299.95,1300.0800000000002,VBD,slumlordreach,wa,was,3,1304.45,1304.5800000000002
a,a,1300.08,1300.13,DT,slumlordreach,a,a,3,1304.58,1304.63
real,real,1300.13,1300.3300000000002,JJ,slumlordreach,real,real,3,1304.63,1304.8300000000002
problem,problem,1300.34,1300.86,NN,slumlordreach,problem,problem,3,1304.84,1305.36
that,that,1300.86,1301.04,WDT,slumlordreach,that,that,3,1305.36,1305.54
came,came,1301.04,1301.27,VBD,slumlordreach,came,came,3,1305.54,1305.77
up,up,1301.27,1301.47,RP,slumlordreach,up,up,3,1305.77,1305.97
when,when,1301.49,1301.69,WRB,slumlordreach,when,when,3,1305.99,1306.19
I,i,1301.69,1301.79,NN,slumlordreach,i,i,3,1306.19,1306.29
flunked,flunked,1301.8,1302.44,VBD,slumlordreach,flunked,flunked,3,1306.3,1306.94
my,my,1302.51,1302.73,PRP$,slumlordreach,my,my,3,1307.01,1307.23
first,first,1302.73,1303.12,JJ,slumlordreach,first,first,3,1307.23,1307.62
programming,programming,1303.2,1303.78,JJ,slumlordreach,programming,programming,3,1307.7,1308.28
class,class,1303.78,1304.34,NN,slumlordreach,class,class,3,1308.28,1308.84
And,and,1305.13,1305.41,CC,slumlordreach,and,and,3,1309.63,1309.91
programming,programming,1305.41,1305.8200000000002,NN,slumlordreach,programming,programming,3,1309.91,1310.3200000000002
was,was,1305.82,1305.87,VBD,slumlordreach,wa,was,3,1310.32,1310.37
what,what,1305.87,1305.9799999999998,WP,slumlordreach,what,what,3,1310.37,1310.4799999999998
I,i,1305.98,1306.02,JJ,slumlordreach,i,i,3,1310.48,1310.52
